app_fullname,app_name,app_id,platform,scraping_timestamp,app_size,version,last_updated,downloads_bin,n_ratings,average_rating
Krebs Therapie Assistent Mika,Krebs,com.fosanis.android.cancer_companion,google_play,2021-06-13 12:00:04,45M,1.8.0,"June 9, 2021","50,000+",84,4.0
Kalmeda Tinnitus-App,Kalmeda,de.mynoise.kalmeda,google_play,2021-06-13 12:00:04,95M,1.7.0,"May 24, 2021","10,000+",141,2.7
Mindable: Panic Disorder and Agoraphobia,Mindable,health.mindable.anxiety,google_play,2021-06-13 12:00:04,45M,1.2.2,"May 24, 2021","1,000+",17,4.4
Rehappy,Rehappy,de.rehappy.app.rehappy,google_play,2021-06-13 12:00:05,46M,3.2.4,"June 9, 2021",100+,NA,NA
somnio,somnio,de.mementor.somnio,google_play,2021-06-13 12:00:05,1.2M,1.0.2,"May 26, 2021","5,000+",56,3.7
zanadio,zanadio,de.aidhere.zanadio,google_play,2021-06-13 12:00:05,45M,1.1.12,"June 10, 2021","10,000+",178,3.6
"Vivira: Back, Knee, and Hip",Vivira,com.vivira.android,google_play,2021-06-13 12:00:06,44M,2.29.3,"June 11, 2021","10,000+",167,4.2
CANKADO,CANKADO,1343701240,itunes,2021-06-13 12:00:08,21 MB,4.2,"May 3, 2021",NA,8,3.8
Invirto - Therapie gegen Angst,Invirto,1482760714,itunes,2021-06-13 12:00:08,100.5 MB,1.13.0,"May 20, 2021",NA,25,3.7
M-sense Migräne,M-sense,1511739470,itunes,2021-06-13 12:00:08,63.7 MB,1.12.1,"Jun 1, 2021",NA,64,4.6
Mika: Krebs Therapie Assistent,Mika,1446551093,itunes,2021-06-13 12:00:10,53.1 MB,v1.8.0,"Jun 10, 2021",NA,28,4.1
Kalmeda Tinnitus-App,Kalmeda,1437379931,itunes,2021-06-13 12:00:10,424 MB,1.7.0,"May 25, 2021",NA,41,3.2
Mindable: Panik & Agoraphobie,Mindable,1465386878,itunes,2021-06-13 12:00:12,62.3 MB,1.2.2,"May 26, 2021",NA,24,4.2
Rehappy,Rehappy,1357107437,itunes,2021-06-13 12:00:12,156.3 MB,3.2.4,"Jun 9, 2021",NA,3,5.0
"Vivira: Rücken, Knie und Hüfte",Vivira,1093858117,itunes,2021-06-13 12:00:12,162.4 MB,2.35,"May 24, 2021",NA,284,4.6
somnio,somnio,1523016446,itunes,2021-06-13 12:00:13,8.1 MB,1.1.6,"Mar 16, 2021",NA,51,4.0
zanadio,zanadio,1499824614,itunes,2021-06-13 12:00:13,55.8 MB,1.1.12,"Jun 11, 2021",NA,114,3.9
CANKADO,CANKADO,com.cankado,google_play,2021-06-14 12:00:03,52M,4.2,"May 2, 2021","1,000+",35,4.5
Invirto - Die Therapie gegen Angst,Invirto,com.sympatient.invirto,google_play,2021-06-14 12:00:03,54M,1.13.0,"May 19, 2021","1,000+",10,4.2
M-sense Migräne,M-sense,com.newsenselab.android.m_sense_migraine,google_play,2021-06-14 12:00:04,36M,1.12.1,"May 29, 2021","1,000+",75,4.4
Krebs Therapie Assistent Mika,Krebs,com.fosanis.android.cancer_companion,google_play,2021-06-14 12:00:04,45M,1.8.0,"June 9, 2021","50,000+",84,4.0
Kalmeda Tinnitus-App,Kalmeda,de.mynoise.kalmeda,google_play,2021-06-14 12:00:04,95M,1.7.0,"May 24, 2021","10,000+",141,2.7
Mindable: Panic Disorder and Agoraphobia,Mindable,health.mindable.anxiety,google_play,2021-06-14 12:00:05,45M,1.2.2,"May 24, 2021","1,000+",17,4.4
Rehappy,Rehappy,de.rehappy.app.rehappy,google_play,2021-06-14 12:00:05,46M,3.2.4,"June 9, 2021",100+,NA,NA
somnio,somnio,de.mementor.somnio,google_play,2021-06-14 12:00:05,1.2M,1.0.2,"May 26, 2021","5,000+",56,3.7
zanadio,zanadio,de.aidhere.zanadio,google_play,2021-06-14 12:00:05,45M,1.1.12,"June 10, 2021","10,000+",178,3.6
"Vivira: Back, Knee, and Hip",Vivira,com.vivira.android,google_play,2021-06-14 12:00:06,44M,2.29.3,"June 11, 2021","10,000+",167,4.2
CANKADO,CANKADO,1343701240,itunes,2021-06-14 12:00:08,21 MB,4.2,"May 3, 2021",NA,8,3.8
Invirto - Therapie gegen Angst,Invirto,1482760714,itunes,2021-06-14 12:00:08,100.5 MB,1.13.0,"May 20, 2021",NA,26,3.6
M-sense Migräne,M-sense,1511739470,itunes,2021-06-14 12:00:08,63.7 MB,1.12.1,"Jun 1, 2021",NA,66,4.7
Mika: Krebs Therapie Assistent,Mika,1446551093,itunes,2021-06-14 12:00:09,53.1 MB,v1.8.0,"Jun 10, 2021",NA,28,4.1
Kalmeda Tinnitus-App,Kalmeda,1437379931,itunes,2021-06-14 12:00:10,424 MB,1.7.0,"May 25, 2021",NA,41,3.2
Mindable: Panik & Agoraphobie,Mindable,1465386878,itunes,2021-06-14 12:00:12,62.3 MB,1.2.2,"May 26, 2021",NA,24,4.2
Rehappy,Rehappy,1357107437,itunes,2021-06-14 12:00:12,156.3 MB,3.2.4,"Jun 9, 2021",NA,3,5.0
"Vivira: Rücken, Knie und Hüfte",Vivira,1093858117,itunes,2021-06-14 12:00:12,162.4 MB,2.35,"May 24, 2021",NA,286,4.6
somnio,somnio,1523016446,itunes,2021-06-14 12:00:12,8.1 MB,1.1.6,"Mar 16, 2021",NA,51,4.0
zanadio,zanadio,1499824614,itunes,2021-06-14 12:00:12,55.8 MB,1.1.12,"Jun 11, 2021",NA,114,3.9
CANKADO,CANKADO,com.cankado,google_play,2021-06-15 12:00:03,52M,4.2,"May 2, 2021","1,000+",36,4.5
Invirto - Die Therapie gegen Angst,Invirto,com.sympatient.invirto,google_play,2021-06-15 12:00:03,54M,1.13.0,"May 19, 2021","1,000+",10,4.2
M-sense Migräne,M-sense,com.newsenselab.android.m_sense_migraine,google_play,2021-06-15 12:00:04,36M,1.12.1,"May 29, 2021","1,000+",78,4.4
Krebs Therapie Assistent Mika,Krebs,com.fosanis.android.cancer_companion,google_play,2021-06-15 12:00:04,45M,1.8.0,"June 9, 2021","50,000+",86,4.0
Kalmeda Tinnitus-App,Kalmeda,de.mynoise.kalmeda,google_play,2021-06-15 12:00:04,95M,1.7.0,"May 24, 2021","10,000+",141,2.7
Mindable: Panic Disorder and Agoraphobia,Mindable,health.mindable.anxiety,google_play,2021-06-15 12:00:04,45M,1.2.2,"May 24, 2021","1,000+",17,4.4
Rehappy,Rehappy,de.rehappy.app.rehappy,google_play,2021-06-15 12:00:05,46M,3.2.4,"June 9, 2021",100+,NA,NA
somnio,somnio,de.mementor.somnio,google_play,2021-06-15 12:00:05,1.2M,1.0.2,"May 26, 2021","5,000+",57,3.7
zanadio,zanadio,de.aidhere.zanadio,google_play,2021-06-15 12:00:05,45M,1.1.12,"June 10, 2021","10,000+",186,3.6
"Vivira: Back, Knee, and Hip",Vivira,com.vivira.android,google_play,2021-06-15 12:00:06,44M,2.29.3,"June 11, 2021","10,000+",167,4.2
CANKADO,CANKADO,1343701240,itunes,2021-06-15 12:00:07,21 MB,4.2,"May 3, 2021",NA,8,3.8
Invirto - Therapie gegen Angst,Invirto,1482760714,itunes,2021-06-15 12:00:07,100.5 MB,1.13.0,"May 20, 2021",NA,26,3.6
M-sense Migräne,M-sense,1511739470,itunes,2021-06-15 12:00:07,63.7 MB,1.12.1,"Jun 1, 2021",NA,66,4.7
Mika: Krebs Therapie Assistent,Mika,1446551093,itunes,2021-06-15 12:00:09,53.1 MB,v1.8.0,"Jun 10, 2021",NA,29,4.2
Kalmeda Tinnitus-App,Kalmeda,1437379931,itunes,2021-06-15 12:00:09,424 MB,1.7.0,"May 25, 2021",NA,41,3.2
Mindable: Panik & Agoraphobie,Mindable,1465386878,itunes,2021-06-15 12:00:11,62.3 MB,1.2.2,"May 26, 2021",NA,24,4.2
Rehappy,Rehappy,1357107437,itunes,2021-06-15 12:00:11,156.3 MB,3.2.4,"Jun 9, 2021",NA,3,5.0
"Vivira: Rücken, Knie und Hüfte",Vivira,1093858117,itunes,2021-06-15 12:00:11,162.4 MB,2.35,"May 24, 2021",NA,287,4.6
somnio,somnio,1523016446,itunes,2021-06-15 12:00:11,8.1 MB,1.1.6,"Mar 16, 2021",NA,51,4.0
zanadio,zanadio,1499824614,itunes,2021-06-15 12:00:12,55.8 MB,1.1.12,"Jun 11, 2021",NA,115,3.9
CANKADO,CANKADO,com.cankado,google_play,2021-06-16 12:00:03,52M,4.2,"May 2, 2021","1,000+",36,4.5
Invirto - Die Therapie gegen Angst,Invirto,com.sympatient.invirto,google_play,2021-06-16 12:00:04,54M,1.13.0,"May 19, 2021","1,000+",11,4.2
M-sense Migräne,M-sense,com.newsenselab.android.m_sense_migraine,google_play,2021-06-16 12:00:04,36M,1.12.1,"May 29, 2021","1,000+",80,4.4
Krebs Therapie Assistent Mika,Krebs,com.fosanis.android.cancer_companion,google_play,2021-06-16 12:00:04,45M,1.8.0,"June 9, 2021","50,000+",86,4.0
Kalmeda Tinnitus-App,Kalmeda,de.mynoise.kalmeda,google_play,2021-06-16 12:00:04,95M,1.7.0,"May 24, 2021","10,000+",141,2.7
Mindable: Panic Disorder and Agoraphobia,Mindable,health.mindable.anxiety,google_play,2021-06-16 12:00:05,45M,1.2.2,"May 24, 2021","1,000+",17,4.4
Rehappy,Rehappy,de.rehappy.app.rehappy,google_play,2021-06-16 12:00:05,46M,3.2.4,"June 9, 2021",100+,NA,NA
somnio,somnio,de.mementor.somnio,google_play,2021-06-16 12:00:05,1.2M,1.0.2,"May 26, 2021","5,000+",57,3.7
zanadio,zanadio,de.aidhere.zanadio,google_play,2021-06-16 12:00:05,45M,1.1.12,"June 10, 2021","10,000+",188,3.6
"Vivira: Back, Knee, and Hip",Vivira,com.vivira.android,google_play,2021-06-16 12:00:06,44M,2.29.3,"June 11, 2021","10,000+",167,4.2
CANKADO,CANKADO,1343701240,itunes,2021-06-16 12:00:07,21 MB,4.2,"May 3, 2021",NA,8,3.8
Invirto - Therapie gegen Angst,Invirto,1482760714,itunes,2021-06-16 12:00:07,100.5 MB,1.13.0,"May 20, 2021",NA,26,3.6
M-sense Migräne,M-sense,1511739470,itunes,2021-06-16 12:00:07,63.7 MB,1.12.1,"Jun 1, 2021",NA,66,4.7
Mika: Krebs Therapie Assistent,Mika,1446551093,itunes,2021-06-16 12:00:09,53.1 MB,v1.8.0,"Jun 10, 2021",NA,29,4.2
Kalmeda Tinnitus-App,Kalmeda,1437379931,itunes,2021-06-16 12:00:09,424 MB,1.7.0,"May 25, 2021",NA,41,3.2
Mindable: Panik & Agoraphobie,Mindable,1465386878,itunes,2021-06-16 12:00:11,62.3 MB,1.2.2,"May 26, 2021",NA,24,4.2
Rehappy,Rehappy,1357107437,itunes,2021-06-16 12:00:12,156.3 MB,3.2.4,"Jun 9, 2021",NA,3,5.0
"Vivira: Rücken, Knie und Hüfte",Vivira,1093858117,itunes,2021-06-16 12:00:12,162.4 MB,2.35,"May 24, 2021",NA,287,4.6
somnio,somnio,1523016446,itunes,2021-06-16 12:00:12,8.1 MB,1.1.6,"Mar 16, 2021",NA,51,4.0
zanadio,zanadio,1499824614,itunes,2021-06-16 12:00:12,55.8 MB,1.1.12,"Jun 11, 2021",NA,117,3.9
CANKADO,CANKADO,com.cankado,google_play,2021-06-17 12:00:03,52M,4.2,"May 2, 2021","1,000+",36,4.5
Invirto - Die Therapie gegen Angst,Invirto,com.sympatient.invirto,google_play,2021-06-17 12:00:03,54M,1.13.0,"May 19, 2021","1,000+",11,4.2
M-sense Migräne,M-sense,com.newsenselab.android.m_sense_migraine,google_play,2021-06-17 12:00:04,36M,1.12.1,"May 29, 2021","1,000+",82,4.4
Krebs Therapie Assistent Mika,Krebs,com.fosanis.android.cancer_companion,google_play,2021-06-17 12:00:04,45M,1.8.0,"June 9, 2021","50,000+",NA,NA
Kalmeda Tinnitus-App,Kalmeda,de.mynoise.kalmeda,google_play,2021-06-17 12:00:04,95M,1.7.0,"May 24, 2021","10,000+",142,2.7
Mindable: Panic Disorder and Agoraphobia,Mindable,health.mindable.anxiety,google_play,2021-06-17 12:00:05,45M,1.2.2,"May 24, 2021","1,000+",17,4.4
Rehappy,Rehappy,de.rehappy.app.rehappy,google_play,2021-06-17 12:00:05,46M,3.2.4,"June 9, 2021",100+,NA,NA
somnio,somnio,de.mementor.somnio,google_play,2021-06-17 12:00:05,1.2M,1.0.2,"May 26, 2021","5,000+",57,3.7
zanadio,zanadio,de.aidhere.zanadio,google_play,2021-06-17 12:00:05,45M,1.1.12,"June 10, 2021","10,000+",188,3.6
"Vivira: Back, Knee, and Hip",Vivira,com.vivira.android,google_play,2021-06-17 12:00:06,44M,2.29.3,"June 11, 2021","10,000+",167,4.2
CANKADO,CANKADO,1343701240,itunes,2021-06-17 12:00:07,21 MB,4.2,"May 3, 2021",NA,8,3.8
Invirto - Therapie gegen Angst,Invirto,1482760714,itunes,2021-06-17 12:00:07,100.5 MB,1.13.0,"May 20, 2021",NA,25,3.6
M-sense Migräne,M-sense,1511739470,itunes,2021-06-17 12:00:08,63.7 MB,1.12.1,"Jun 1, 2021",NA,66,4.7
Mika: Krebs Therapie Assistent,Mika,1446551093,itunes,2021-06-17 12:00:10,53.1 MB,v1.8.0,"Jun 10, 2021",NA,29,4.2
Kalmeda Tinnitus-App,Kalmeda,1437379931,itunes,2021-06-17 12:00:10,424 MB,1.7.0,"May 25, 2021",NA,42,3.2
Mindable: Panik & Agoraphobie,Mindable,1465386878,itunes,2021-06-17 12:00:12,62.3 MB,1.2.2,"May 26, 2021",NA,24,4.2
Rehappy,Rehappy,1357107437,itunes,2021-06-17 12:00:12,156.3 MB,3.2.4,"Jun 9, 2021",NA,4,4.8
"Vivira: Rücken, Knie und Hüfte",Vivira,1093858117,itunes,2021-06-17 12:00:12,162.4 MB,2.35,"May 24, 2021",NA,287,4.6
somnio,somnio,1523016446,itunes,2021-06-17 12:00:12,8.1 MB,1.1.6,"Mar 16, 2021",NA,51,4.0
zanadio,zanadio,1499824614,itunes,2021-06-17 12:00:13,55.8 MB,1.1.12,"Jun 11, 2021",NA,117,3.9
CANKADO,CANKADO,com.cankado,google_play,2021-06-18 12:00:03,52M,4.2,"May 2, 2021","1,000+",36,4.5
Invirto - Die Therapie gegen Angst,Invirto,com.sympatient.invirto,google_play,2021-06-18 12:00:03,54M,1.13.0,"May 19, 2021","1,000+",11,4.2
M-sense Migräne,M-sense,com.newsenselab.android.m_sense_migraine,google_play,2021-06-18 12:00:04,36M,1.12.1,"May 29, 2021","1,000+",83,4.4
Krebs Therapie Assistent Mika,Krebs,com.fosanis.android.cancer_companion,google_play,2021-06-18 12:00:04,45M,1.8.0,"June 9, 2021","50,000+",86,4.0
Kalmeda Tinnitus-App,Kalmeda,de.mynoise.kalmeda,google_play,2021-06-18 12:00:04,95M,1.7.0,"May 24, 2021","10,000+",142,2.7
Mindable: Panic Disorder and Agoraphobia,Mindable,health.mindable.anxiety,google_play,2021-06-18 12:00:05,45M,1.2.2,"May 24, 2021","1,000+",17,4.4
Rehappy,Rehappy,de.rehappy.app.rehappy,google_play,2021-06-18 12:00:05,46M,3.2.4,"June 9, 2021",100+,NA,NA
somnio,somnio,de.mementor.somnio,google_play,2021-06-18 12:00:05,1.2M,1.0.2,"May 26, 2021","5,000+",57,3.7
zanadio,zanadio,de.aidhere.zanadio,google_play,2021-06-18 12:00:05,45M,1.1.12,"June 10, 2021","10,000+",190,3.6
"Vivira: Back, Knee, and Hip",Vivira,com.vivira.android,google_play,2021-06-18 12:00:06,44M,2.29.3,"June 11, 2021","10,000+",168,4.2
CANKADO,CANKADO,1343701240,itunes,2021-06-18 12:00:08,21 MB,4.2,"May 3, 2021",NA,8,3.8
Invirto - Therapie gegen Angst,Invirto,1482760714,itunes,2021-06-18 12:00:08,100.5 MB,1.13.0,"May 20, 2021",NA,26,3.6
M-sense Migräne,M-sense,1511739470,itunes,2021-06-18 12:00:08,63.7 MB,1.12.1,"Jun 1, 2021",NA,68,4.7
Mika: Krebs Therapie Assistent,Mika,1446551093,itunes,2021-06-18 12:00:09,53.1 MB,v1.8.0,"Jun 10, 2021",NA,28,4.1
Kalmeda Tinnitus-App,Kalmeda,1437379931,itunes,2021-06-18 12:00:09,424 MB,1.7.0,"May 25, 2021",NA,42,3.2
Mindable: Panik & Agoraphobie,Mindable,1465386878,itunes,2021-06-18 12:00:11,62.3 MB,1.2.2,"May 26, 2021",NA,24,4.2
Rehappy,Rehappy,1357107437,itunes,2021-06-18 12:00:11,156.3 MB,3.2.4,"Jun 9, 2021",NA,4,4.8
"Vivira: Rücken, Knie und Hüfte",Vivira,1093858117,itunes,2021-06-18 12:00:11,162.4 MB,2.35,"May 24, 2021",NA,288,4.6
somnio,somnio,1523016446,itunes,2021-06-18 12:00:11,8.1 MB,1.1.6,"Mar 16, 2021",NA,51,4.0
zanadio,zanadio,1499824614,itunes,2021-06-18 12:00:12,55.8 MB,1.1.12,"Jun 11, 2021",NA,118,3.9
CANKADO,CANKADO,com.cankado,google_play,2021-06-19 12:00:03,52M,4.2,"May 2, 2021","1,000+",36,4.5
Invirto - Die Therapie gegen Angst,Invirto,com.sympatient.invirto,google_play,2021-06-19 12:00:03,54M,1.13.0,"May 19, 2021","1,000+",11,4.2
M-sense Migräne,M-sense,com.newsenselab.android.m_sense_migraine,google_play,2021-06-19 12:00:03,36M,1.12.1,"May 29, 2021","1,000+",83,4.4
Krebs Therapie Assistent Mika,Krebs,com.fosanis.android.cancer_companion,google_play,2021-06-19 12:00:04,45M,1.8.0,"June 9, 2021","50,000+",86,4.0
Kalmeda Tinnitus-App,Kalmeda,de.mynoise.kalmeda,google_play,2021-06-19 12:00:04,95M,1.7.0,"May 24, 2021","10,000+",142,2.7
Mindable: Panic Disorder and Agoraphobia,Mindable,health.mindable.anxiety,google_play,2021-06-19 12:00:04,45M,1.2.2,"May 24, 2021","1,000+",17,4.4
Rehappy,Rehappy,de.rehappy.app.rehappy,google_play,2021-06-19 12:00:05,46M,3.2.4,"June 9, 2021",100+,NA,NA
somnio,somnio,de.mementor.somnio,google_play,2021-06-19 12:00:05,1.2M,1.0.2,"May 26, 2021","5,000+",57,3.7
zanadio,zanadio,de.aidhere.zanadio,google_play,2021-06-19 12:00:05,45M,1.1.12,"June 10, 2021","10,000+",191,3.6
"Vivira: Back, Knee, and Hip",Vivira,com.vivira.android,google_play,2021-06-19 12:00:05,44M,2.29.3,"June 11, 2021","10,000+",168,4.2
CANKADO,CANKADO,1343701240,itunes,2021-06-19 12:00:06,21 MB,4.2,"May 3, 2021",NA,8,3.8
Invirto - Therapie gegen Angst,Invirto,1482760714,itunes,2021-06-19 12:00:07,100.5 MB,1.13.0,"May 20, 2021",NA,26,3.6
M-sense Migräne,M-sense,1511739470,itunes,2021-06-19 12:00:07,63.7 MB,1.12.1,"Jun 1, 2021",NA,70,4.7
Mika: Krebs Therapie Assistent,Mika,1446551093,itunes,2021-06-19 12:00:08,53.1 MB,v1.8.0,"Jun 10, 2021",NA,29,4.2
Kalmeda Tinnitus-App,Kalmeda,1437379931,itunes,2021-06-19 12:00:08,424 MB,1.7.0,"May 25, 2021",NA,42,3.2
Mindable: Panik & Agoraphobie,Mindable,1465386878,itunes,2021-06-19 12:00:09,62.3 MB,1.2.2,"May 26, 2021",NA,24,4.2
Rehappy,Rehappy,1357107437,itunes,2021-06-19 12:00:09,156.3 MB,3.2.4,"Jun 9, 2021",NA,4,4.8
"Vivira: Rücken, Knie und Hüfte",Vivira,1093858117,itunes,2021-06-19 12:00:10,162.4 MB,2.35,"May 24, 2021",NA,289,4.6
somnio,somnio,1523016446,itunes,2021-06-19 12:00:10,8.1 MB,1.1.6,"Mar 16, 2021",NA,51,4.0
zanadio,zanadio,1499824614,itunes,2021-06-19 12:00:10,55.8 MB,1.1.12,"Jun 11, 2021",NA,118,3.9
CANKADO,CANKADO,com.cankado,google_play,2021-06-20 12:00:02,52M,4.2,"May 2, 2021","1,000+",39,4.5
Invirto - Die Therapie gegen Angst,Invirto,com.sympatient.invirto,google_play,2021-06-20 12:00:03,54M,1.13.0,"May 19, 2021","1,000+",11,4.2
M-sense Migräne,M-sense,com.newsenselab.android.m_sense_migraine,google_play,2021-06-20 12:00:03,36M,1.12.1,"May 29, 2021","1,000+",84,4.4
Krebs Therapie Assistent Mika,Krebs,com.fosanis.android.cancer_companion,google_play,2021-06-20 12:00:03,45M,1.8.0,"June 9, 2021","50,000+",86,4.0
Kalmeda Tinnitus-App,Kalmeda,de.mynoise.kalmeda,google_play,2021-06-20 12:00:04,95M,1.7.0,"May 24, 2021","10,000+",142,2.7
Mindable: Panic Disorder and Agoraphobia,Mindable,health.mindable.anxiety,google_play,2021-06-20 12:00:04,45M,1.2.2,"May 24, 2021","1,000+",17,4.4
Rehappy,Rehappy,de.rehappy.app.rehappy,google_play,2021-06-20 12:00:04,46M,3.2.4,"June 9, 2021",100+,NA,NA
somnio,somnio,de.mementor.somnio,google_play,2021-06-20 12:00:04,1.2M,1.0.2,"May 26, 2021","5,000+",57,3.7
zanadio,zanadio,de.aidhere.zanadio,google_play,2021-06-20 12:00:05,45M,1.1.12,"June 10, 2021","10,000+",192,3.6
"Vivira: Back, Knee, and Hip",Vivira,com.vivira.android,google_play,2021-06-20 12:00:05,44M,2.29.3,"June 11, 2021","10,000+",168,4.2
CANKADO,CANKADO,1343701240,itunes,2021-06-20 12:00:07,32.4 MB,4.3,"Jun 20, 2021",NA,8,3.8
Invirto - Therapie gegen Angst,Invirto,1482760714,itunes,2021-06-20 12:00:07,100.5 MB,1.13.0,"May 20, 2021",NA,26,3.6
M-sense Migräne,M-sense,1511739470,itunes,2021-06-20 12:00:07,63.7 MB,1.12.1,"Jun 1, 2021",NA,71,4.7
Mika: Krebs Therapie Assistent,Mika,1446551093,itunes,2021-06-20 12:00:08,53.1 MB,v1.8.0,"Jun 10, 2021",NA,28,4.1
Kalmeda Tinnitus-App,Kalmeda,1437379931,itunes,2021-06-20 12:00:08,424 MB,1.7.0,"May 25, 2021",NA,42,3.2
Mindable: Panik & Agoraphobie,Mindable,1465386878,itunes,2021-06-20 12:00:10,62.3 MB,1.2.2,"May 26, 2021",NA,24,4.2
Rehappy,Rehappy,1357107437,itunes,2021-06-20 12:00:10,156.3 MB,3.2.4,"Jun 9, 2021",NA,4,4.8
"Vivira: Rücken, Knie und Hüfte",Vivira,1093858117,itunes,2021-06-20 12:00:10,162.4 MB,2.35,"May 24, 2021",NA,289,4.6
somnio,somnio,1523016446,itunes,2021-06-20 12:00:10,8.1 MB,1.1.6,"Mar 16, 2021",NA,51,4.0
zanadio,zanadio,1499824614,itunes,2021-06-20 12:00:10,55.8 MB,1.1.12,"Jun 11, 2021",NA,120,3.9
CANKADO,CANKADO,com.cankado,google_play,2021-06-21 12:00:03,52M,4.2,"May 2, 2021","1,000+",44,4.6
Invirto - Die Therapie gegen Angst,Invirto,com.sympatient.invirto,google_play,2021-06-21 12:00:04,54M,1.13.0,"May 19, 2021","1,000+",11,4.2
M-sense Migräne,M-sense,com.newsenselab.android.m_sense_migraine,google_play,2021-06-21 12:00:04,36M,1.12.1,"May 29, 2021","1,000+",84,4.4
Krebs Therapie Assistent Mika,Krebs,com.fosanis.android.cancer_companion,google_play,2021-06-21 12:00:04,45M,1.8.0,"June 9, 2021","50,000+",86,4.0
Kalmeda Tinnitus-App,Kalmeda,de.mynoise.kalmeda,google_play,2021-06-21 12:00:05,95M,1.7.0,"May 24, 2021","10,000+",143,2.8
Mindable: Panic Disorder and Agoraphobia,Mindable,health.mindable.anxiety,google_play,2021-06-21 12:00:05,45M,1.2.2,"May 24, 2021","1,000+",17,4.4
Rehappy,Rehappy,de.rehappy.app.rehappy,google_play,2021-06-21 12:00:05,46M,3.2.4,"June 9, 2021",100+,NA,NA
somnio,somnio,de.mementor.somnio,google_play,2021-06-21 12:00:05,1.2M,1.0.2,"May 26, 2021","5,000+",57,3.7
zanadio,zanadio,de.aidhere.zanadio,google_play,2021-06-21 12:00:06,45M,1.1.12,"June 10, 2021","10,000+",193,3.5
"Vivira: Back, Knee, and Hip",Vivira,com.vivira.android,google_play,2021-06-21 12:00:06,44M,2.29.3,"June 11, 2021","10,000+",168,4.2
CANKADO,CANKADO,1343701240,itunes,2021-06-21 12:00:07,32.4 MB,4.3,"Jun 20, 2021",NA,8,3.8
Invirto - Therapie gegen Angst,Invirto,1482760714,itunes,2021-06-21 12:00:08,100.5 MB,1.13.0,"May 20, 2021",NA,26,3.6
M-sense Migräne,M-sense,1511739470,itunes,2021-06-21 12:00:08,63.7 MB,1.12.1,"Jun 1, 2021",NA,72,4.7
Mika: Krebs Therapie Assistent,Mika,1446551093,itunes,2021-06-21 12:00:10,53.1 MB,v1.8.0,"Jun 10, 2021",NA,29,4.2
Kalmeda Tinnitus-App,Kalmeda,1437379931,itunes,2021-06-21 12:00:10,424 MB,1.7.0,"May 25, 2021",NA,42,3.2
Mindable: Panik & Agoraphobie,Mindable,1465386878,itunes,2021-06-21 12:00:12,62.3 MB,1.2.2,"May 26, 2021",NA,24,4.2
Rehappy,Rehappy,1357107437,itunes,2021-06-21 12:00:13,156.3 MB,3.2.4,"Jun 9, 2021",NA,4,4.8
"Vivira: Rücken, Knie und Hüfte",Vivira,1093858117,itunes,2021-06-21 12:00:13,162.4 MB,2.35,"May 24, 2021",NA,289,4.6
somnio,somnio,1523016446,itunes,2021-06-21 12:00:13,8.1 MB,1.1.6,"Mar 16, 2021",NA,51,4.0
zanadio,zanadio,1499824614,itunes,2021-06-21 12:00:13,55.8 MB,1.1.12,"Jun 11, 2021",NA,120,3.9
CANKADO,CANKADO,com.cankado,google_play,2021-06-22 12:00:03,52M,4.3,"June 19, 2021","1,000+",45,4.6
Invirto - Die Therapie gegen Angst,Invirto,com.sympatient.invirto,google_play,2021-06-22 12:00:03,54M,1.13.0,"May 19, 2021","1,000+",11,4.2
M-sense Migräne,M-sense,com.newsenselab.android.m_sense_migraine,google_play,2021-06-22 12:00:03,36M,1.12.1,"June 21, 2021","1,000+",84,4.4
Krebs Therapie Assistent Mika,Krebs,com.fosanis.android.cancer_companion,google_play,2021-06-22 12:00:04,45M,1.8.0,"June 9, 2021","50,000+",87,4.0
Kalmeda Tinnitus-App,Kalmeda,de.mynoise.kalmeda,google_play,2021-06-22 12:00:04,95M,1.7.0,"May 24, 2021","10,000+",143,2.8
Mindable: Panic Disorder and Agoraphobia,Mindable,health.mindable.anxiety,google_play,2021-06-22 12:00:04,45M,1.2.2,"May 24, 2021","1,000+",17,4.4
Rehappy,Rehappy,de.rehappy.app.rehappy,google_play,2021-06-22 12:00:04,46M,3.2.4,"June 9, 2021",100+,NA,NA
somnio,somnio,de.mementor.somnio,google_play,2021-06-22 12:00:05,1.2M,1.0.2,"May 26, 2021","5,000+",57,3.7
zanadio,zanadio,de.aidhere.zanadio,google_play,2021-06-22 12:00:05,45M,1.1.12,"June 10, 2021","10,000+",195,3.6
"Vivira: Back, Knee, and Hip",Vivira,com.vivira.android,google_play,2021-06-22 12:00:05,44M,2.29.3,"June 11, 2021","10,000+",169,4.2
CANKADO,CANKADO,1343701240,itunes,2021-06-22 12:00:07,32.4 MB,4.3,"Jun 20, 2021",NA,9,3.9
Invirto - Therapie gegen Angst,Invirto,1482760714,itunes,2021-06-22 12:00:08,100.5 MB,1.13.0,"May 20, 2021",NA,26,3.6
M-sense Migräne,M-sense,1511739470,itunes,2021-06-22 12:00:08,63.7 MB,1.12.1,"Jun 1, 2021",NA,72,4.7
Mika: Krebs Therapie Assistent,Mika,1446551093,itunes,2021-06-22 12:00:09,53.1 MB,v1.8.0,"Jun 10, 2021",NA,29,4.2
Kalmeda Tinnitus-App,Kalmeda,1437379931,itunes,2021-06-22 12:00:09,424 MB,1.7.0,"May 25, 2021",NA,42,3.2
